,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Duty
15033,62.0,43.0,51.0,47.0,66.0,50.0,45.0,47.0,58.0,80.0,80.0,48.0,49.0,70.0,69.0,40.0,35.0,68.0,45.0,31.0,21.0,66.0,47.0,66.0,49.0,35.0,34.0,31.0,13.0,11.0,11.0,6.0,13.0,2
15034,53.0,54.0,68.0,54.0,65.0,59.0,47.0,74.0,64.0,66.0,62.0,56.0,57.0,71.0,60.0,54.0,40.0,46.0,44.0,48.0,32.0,53.0,56.0,55.0,65.0,40.0,42.0,53.0,6.0,11.0,7.0,9.0,7.0,2
15035,59.0,54.0,55.0,45.0,60.0,53.0,59.0,43.0,60.0,77.0,74.0,61.0,57.0,76.0,70.0,48.0,41.0,29.0,59.0,32.0,20.0,59.0,42.0,58.0,65.0,25.0,20.0,21.0,6.0,10.0,8.0,15.0,6.0,3
15036,47.0,38.0,59.0,46.0,66.0,52.0,53.0,54.0,61.0,74.0,68.0,72.0,56.0,84.0,57.0,42.0,69.0,42.0,43.0,41.0,24.0,50.0,52.0,51.0,62.0,35.0,33.0,43.0,7.0,14.0,13.0,8.0,14.0,2
15037,7.0,12.0,24.0,8.0,8.0,13.0,11.0,15.0,15.0,20.0,31.0,37.0,48.0,21.0,26.0,32.0,24.0,60.0,6.0,17.0,8.0,6.0,26.0,18.0,47.0,10.0,13.0,14.0,60.0,60.0,56.0,58.0,66.0,0
15038,43.0,51.0,61.0,34.0,62.0,44.0,42.0,60.0,61.0,73.0,76.0,63.0,55.0,70.0,52.0,54.0,72.0,58.0,31.0,51.0,50.0,50.0,51.0,39.0,46.0,59.0,53.0,55.0,8.0,5.0,15.0,10.0,14.0,1
15039,9.0,12.0,27.0,10.0,11.0,11.0,14.0,28.0,13.0,21.0,26.0,34.0,57.0,44.0,27.0,65.0,17.0,36.0,6.0,21.0,13.0,7.0,34.0,19.0,40.0,7.0,15.0,11.0,53.0,66.0,60.0,61.0,57.0,0
15040,54.0,51.0,60.0,43.0,61.0,55.0,62.0,57.0,61.0,71.0,59.0,72.0,61.0,78.0,55.0,75.0,64.0,71.0,59.0,61.0,58.0,57.0,55.0,43.0,66.0,51.0,58.0,55.0,14.0,13.0,10.0,8.0,8.0,2
15041,29.0,52.0,56.0,30.0,61.0,43.0,31.0,37.0,60.0,67.0,65.0,52.0,60.0,56.0,45.0,48.0,54.0,53.0,37.0,50.0,57.0,52.0,36.0,42.0,44.0,59.0,59.0,58.0,11.0,7.0,6.0,7.0,10.0,1
15042,43.0,39.0,63.0,46.0,63.0,50.0,48.0,59.0,64.0,64.0,68.0,71.0,56.0,67.0,55.0,56.0,67.0,82.0,45.0,54.0,55.0,58.0,57.0,51.0,57.0,44.0,45.0,35.0,10.0,8.0,12.0,13.0,7.0,2
15043,63.0,57.0,57.0,62.0,71.0,54.0,37.0,40.0,62.0,71.0,67.0,56.0,60.0,72.0,67.0,61.0,57.0,49.0,57.0,31.0,19.0,55.0,58.0,70.0,47.0,34.0,14.0,16.0,7.0,10.0,9.0,12.0,11.0,2
15044,45.0,46.0,57.0,40.0,57.0,36.0,31.0,51.0,56.0,74.0,76.0,67.0,48.0,62.0,52.0,66.0,69.0,57.0,38.0,57.0,56.0,53.0,45.0,40.0,54.0,61.0,60.0,59.0,11.0,8.0,11.0,11.0,11.0,1
15045,60.0,74.0,47.0,44.0,54.0,32.0,23.0,31.0,55.0,63.0,66.0,56.0,53.0,32.0,58.0,70.0,65.0,70.0,52.0,49.0,17.0,58.0,50.0,56.0,52.0,25.0,24.0,25.0,6.0,6.0,13.0,10.0,8.0,3
15046,26.0,61.0,33.0,26.0,38.0,26.0,33.0,46.0,40.0,62.0,64.0,41.0,47.0,61.0,41.0,72.0,63.0,71.0,20.0,58.0,58.0,28.0,28.0,41.0,44.0,57.0,64.0,64.0,8.0,8.0,6.0,12.0,6.0,1
15047,24.0,60.0,51.0,22.0,30.0,20.0,24.0,44.0,38.0,60.0,55.0,43.0,47.0,56.0,39.0,68.0,60.0,69.0,25.0,49.0,59.0,22.0,25.0,33.0,41.0,58.0,67.0,63.0,11.0,6.0,5.0,8.0,7.0,1
15048,25.0,44.0,56.0,30.0,56.0,27.0,32.0,49.0,52.0,68.0,69.0,62.0,59.0,67.0,38.0,64.0,59.0,63.0,29.0,58.0,61.0,49.0,40.0,39.0,47.0,60.0,61.0,62.0,8.0,13.0,7.0,14.0,9.0,1
15049,36.0,62.0,57.0,30.0,54.0,31.0,35.0,60.0,54.0,53.0,45.0,50.0,47.0,63.0,60.0,69.0,65.0,66.0,38.0,54.0,47.0,26.0,32.0,41.0,42.0,57.0,66.0,70.0,14.0,16.0,14.0,13.0,10.0,1
15050,31.0,60.0,51.0,26.0,49.0,27.0,33.0,46.0,54.0,60.0,63.0,57.0,56.0,49.0,50.0,72.0,70.0,74.0,28.0,58.0,57.0,28.0,31.0,49.0,54.0,47.0,61.0,62.0,12.0,7.0,11.0,7.0,7.0,1
15051,34.0,58.0,53.0,34.0,44.0,43.0,38.0,47.0,53.0,50.0,53.0,46.0,56.0,56.0,47.0,68.0,46.0,62.0,39.0,58.0,59.0,35.0,42.0,47.0,55.0,57.0,62.0,61.0,11.0,14.0,10.0,14.0,5.0,1
15052,36.0,56.0,72.0,45.0,59.0,43.0,45.0,59.0,59.0,65.0,51.0,60.0,54.0,67.0,59.0,60.0,54.0,61.0,58.0,63.0,52.0,59.0,47.0,54.0,49.0,55.0,59.0,58.0,13.0,12.0,10.0,12.0,7.0,2
15053,34.0,45.0,51.0,31.0,58.0,41.0,26.0,50.0,63.0,70.0,77.0,67.0,60.0,53.0,34.0,62.0,61.0,60.0,21.0,46.0,48.0,46.0,42.0,38.0,37.0,61.0,57.0,54.0,5.0,6.0,13.0,11.0,11.0,1
15054,7.0,11.0,17.0,7.0,7.0,12.0,10.0,25.0,17.0,24.0,28.0,31.0,57.0,41.0,20.0,65.0,17.0,77.0,7.0,20.0,7.0,8.0,37.0,15.0,39.0,23.0,10.0,13.0,63.0,60.0,53.0,54.0,60.0,0
15055,63.0,57.0,55.0,53.0,58.0,39.0,29.0,28.0,59.0,53.0,55.0,57.0,59.0,65.0,57.0,63.0,56.0,55.0,60.0,29.0,15.0,61.0,42.0,59.0,42.0,11.0,14.0,19.0,14.0,13.0,8.0,9.0,13.0,3
15056,62.0,53.0,57.0,43.0,61.0,50.0,39.0,41.0,63.0,64.0,61.0,61.0,57.0,60.0,61.0,59.0,55.0,55.0,54.0,31.0,21.0,61.0,55.0,55.0,49.0,21.0,16.0,21.0,6.0,9.0,8.0,11.0,10.0,3
15057,63.0,38.0,68.0,43.0,66.0,38.0,28.0,64.0,65.0,76.0,70.0,72.0,48.0,56.0,62.0,42.0,34.0,57.0,51.0,42.0,54.0,49.0,54.0,32.0,54.0,43.0,66.0,66.0,12.0,12.0,12.0,13.0,6.0,2
15058,62.0,54.0,57.0,50.0,58.0,38.0,35.0,44.0,51.0,72.0,71.0,69.0,51.0,66.0,64.0,75.0,58.0,72.0,57.0,60.0,12.0,58.0,48.0,66.0,55.0,17.0,18.0,16.0,14.0,11.0,11.0,13.0,14.0,3
15059,50.0,47.0,59.0,28.0,63.0,48.0,38.0,55.0,66.0,69.0,76.0,75.0,52.0,89.0,47.0,63.0,82.0,29.0,34.0,62.0,56.0,46.0,59.0,45.0,63.0,33.0,62.0,57.0,8.0,6.0,5.0,12.0,13.0,2
15060,34.0,64.0,64.0,39.0,48.0,42.0,43.0,57.0,55.0,64.0,63.0,63.0,59.0,68.0,47.0,79.0,73.0,62.0,33.0,41.0,64.0,56.0,54.0,48.0,51.0,56.0,59.0,55.0,11.0,13.0,9.0,13.0,5.0,2
15061,10.0,17.0,26.0,9.0,16.0,14.0,15.0,24.0,22.0,49.0,46.0,44.0,60.0,55.0,22.0,62.0,35.0,43.0,13.0,23.0,15.0,12.0,35.0,17.0,43.0,15.0,14.0,13.0,62.0,54.0,58.0,57.0,61.0,0
15062,24.0,59.0,62.0,41.0,32.0,26.0,31.0,58.0,41.0,65.0,59.0,53.0,58.0,60.0,21.0,56.0,38.0,64.0,24.0,48.0,59.0,25.0,35.0,46.0,43.0,59.0,65.0,63.0,14.0,8.0,15.0,12.0,6.0,1
15063,63.0,39.0,52.0,46.0,65.0,56.0,37.0,53.0,60.0,82.0,74.0,73.0,52.0,88.0,52.0,48.0,57.0,55.0,39.0,28.0,19.0,49.0,46.0,57.0,53.0,26.0,23.0,26.0,5.0,5.0,14.0,11.0,9.0,2
15064,54.0,58.0,57.0,43.0,58.0,37.0,33.0,35.0,61.0,77.0,79.0,70.0,49.0,69.0,59.0,82.0,80.0,73.0,47.0,57.0,33.0,58.0,45.0,46.0,51.0,43.0,28.0,39.0,8.0,9.0,14.0,12.0,10.0,3
15065,48.0,36.0,61.0,46.0,62.0,51.0,48.0,53.0,60.0,84.0,81.0,82.0,59.0,81.0,57.0,71.0,89.0,57.0,43.0,61.0,59.0,56.0,52.0,60.0,62.0,50.0,58.0,49.0,7.0,11.0,8.0,8.0,8.0,2
15066,52.0,49.0,56.0,48.0,61.0,46.0,58.0,46.0,63.0,77.0,75.0,79.0,53.0,73.0,60.0,58.0,59.0,57.0,43.0,33.0,22.0,54.0,54.0,50.0,52.0,30.0,32.0,28.0,7.0,14.0,12.0,14.0,6.0,2
15067,49.0,67.0,60.0,39.0,54.0,39.0,33.0,56.0,62.0,56.0,67.0,60.0,59.0,55.0,66.0,52.0,80.0,71.0,54.0,80.0,63.0,62.0,54.0,44.0,56.0,62.0,58.0,58.0,10.0,11.0,9.0,14.0,12.0,2
15068,42.0,63.0,59.0,42.0,57.0,51.0,44.0,57.0,62.0,68.0,60.0,67.0,64.0,62.0,56.0,62.0,52.0,66.0,44.0,66.0,52.0,41.0,49.0,46.0,54.0,56.0,61.0,60.0,13.0,7.0,13.0,15.0,12.0,1
15069,8.0,13.0,18.0,8.0,6.0,14.0,13.0,22.0,12.0,32.0,31.0,32.0,43.0,22.0,23.0,71.0,29.0,72.0,9.0,21.0,13.0,7.0,29.0,12.0,36.0,10.0,13.0,10.0,63.0,61.0,60.0,58.0,62.0,0
15070,49.0,39.0,65.0,47.0,69.0,50.0,45.0,49.0,68.0,68.0,66.0,69.0,53.0,67.0,44.0,60.0,60.0,58.0,43.0,34.0,28.0,44.0,50.0,44.0,48.0,28.0,27.0,30.0,15.0,6.0,6.0,14.0,12.0,2
15071,15.0,75.0,45.0,24.0,52.0,26.0,23.0,29.0,48.0,80.0,78.0,60.0,54.0,50.0,56.0,76.0,68.0,83.0,20.0,62.0,51.0,53.0,28.0,38.0,59.0,53.0,56.0,50.0,13.0,6.0,7.0,13.0,6.0,1
15072,63.0,31.0,69.0,55.0,53.0,61.0,38.0,62.0,45.0,71.0,83.0,67.0,40.0,70.0,64.0,41.0,59.0,59.0,50.0,26.0,18.0,69.0,45.0,49.0,45.0,53.0,25.0,28.0,13.0,8.0,15.0,12.0,6.0,2
15073,53.0,59.0,64.0,34.0,61.0,49.0,64.0,61.0,60.0,60.0,70.0,50.0,58.0,68.0,62.0,63.0,57.0,48.0,50.0,65.0,56.0,55.0,55.0,50.0,51.0,57.0,62.0,64.0,9.0,6.0,15.0,13.0,14.0,2
15074,59.0,60.0,57.0,49.0,58.0,43.0,36.0,47.0,53.0,71.0,63.0,69.0,65.0,48.0,61.0,58.0,69.0,77.0,50.0,61.0,45.0,63.0,53.0,63.0,59.0,55.0,39.0,37.0,6.0,11.0,13.0,13.0,12.0,2
15075,13.0,14.0,33.0,15.0,15.0,16.0,13.0,31.0,18.0,35.0,41.0,48.0,51.0,50.0,13.0,49.0,28.0,58.0,11.0,28.0,15.0,10.0,35.0,15.0,50.0,21.0,14.0,17.0,60.0,62.0,63.0,58.0,58.0,0
15076,61.0,35.0,59.0,43.0,64.0,53.0,55.0,41.0,66.0,62.0,60.0,62.0,55.0,68.0,62.0,36.0,33.0,59.0,60.0,37.0,22.0,58.0,55.0,55.0,50.0,20.0,26.0,25.0,7.0,13.0,15.0,10.0,15.0,2
15077,62.0,58.0,51.0,51.0,59.0,45.0,37.0,38.0,61.0,67.0,63.0,62.0,58.0,59.0,62.0,67.0,46.0,62.0,63.0,33.0,20.0,52.0,47.0,61.0,49.0,25.0,22.0,15.0,14.0,7.0,12.0,12.0,9.0,3
15078,27.0,56.0,53.0,28.0,47.0,36.0,29.0,48.0,51.0,53.0,52.0,48.0,48.0,55.0,41.0,64.0,55.0,76.0,35.0,60.0,56.0,33.0,40.0,44.0,44.0,65.0,57.0,56.0,6.0,11.0,11.0,14.0,9.0,1
15079,41.0,53.0,52.0,33.0,62.0,51.0,46.0,51.0,57.0,75.0,67.0,63.0,62.0,70.0,35.0,61.0,65.0,59.0,40.0,53.0,58.0,57.0,53.0,42.0,47.0,57.0,57.0,54.0,13.0,15.0,7.0,11.0,10.0,1
15080,10.0,10.0,22.0,10.0,9.0,10.0,9.0,25.0,15.0,24.0,28.0,31.0,65.0,37.0,36.0,54.0,29.0,75.0,9.0,37.0,18.0,9.0,39.0,12.0,50.0,7.0,11.0,12.0,54.0,63.0,38.0,62.0,60.0,0
15081,29.0,56.0,49.0,54.0,58.0,40.0,41.0,40.0,35.0,80.0,74.0,57.0,60.0,70.0,28.0,63.0,72.0,67.0,33.0,59.0,56.0,48.0,39.0,41.0,56.0,57.0,62.0,67.0,13.0,14.0,11.0,14.0,11.0,1
15082,10.0,12.0,25.0,9.0,12.0,11.0,14.0,24.0,13.0,22.0,31.0,38.0,57.0,45.0,17.0,54.0,40.0,45.0,7.0,28.0,13.0,7.0,50.0,13.0,40.0,10.0,14.0,13.0,60.0,63.0,62.0,55.0,57.0,0
15083,38.0,62.0,60.0,27.0,34.0,29.0,32.0,50.0,50.0,55.0,55.0,58.0,48.0,59.0,55.0,61.0,60.0,70.0,32.0,55.0,60.0,24.0,23.0,48.0,46.0,55.0,62.0,59.0,9.0,10.0,11.0,7.0,13.0,1
15084,49.0,56.0,68.0,49.0,64.0,62.0,56.0,64.0,62.0,64.0,65.0,58.0,59.0,73.0,66.0,57.0,56.0,57.0,42.0,49.0,36.0,53.0,57.0,60.0,70.0,52.0,57.0,60.0,14.0,6.0,8.0,10.0,9.0,2
15085,45.0,50.0,58.0,37.0,65.0,50.0,38.0,52.0,64.0,77.0,81.0,80.0,50.0,78.0,46.0,41.0,63.0,56.0,37.0,34.0,50.0,56.0,46.0,50.0,42.0,60.0,52.0,51.0,11.0,15.0,10.0,14.0,6.0,1
15086,57.0,51.0,61.0,60.0,63.0,65.0,68.0,59.0,61.0,49.0,47.0,63.0,56.0,53.0,64.0,71.0,55.0,66.0,62.0,75.0,57.0,58.0,60.0,77.0,65.0,56.0,55.0,54.0,10.0,15.0,15.0,14.0,6.0,2
15087,22.0,60.0,35.0,23.0,23.0,24.0,30.0,27.0,43.0,60.0,59.0,48.0,48.0,56.0,42.0,65.0,67.0,72.0,30.0,53.0,56.0,25.0,32.0,36.0,38.0,60.0,65.0,66.0,7.0,11.0,14.0,9.0,11.0,1
15088,48.0,41.0,62.0,53.0,61.0,48.0,42.0,56.0,61.0,74.0,69.0,87.0,52.0,87.0,53.0,54.0,53.0,42.0,47.0,49.0,48.0,50.0,56.0,49.0,53.0,43.0,43.0,44.0,14.0,11.0,7.0,13.0,14.0,2
15089,49.0,48.0,60.0,49.0,61.0,57.0,47.0,57.0,62.0,68.0,75.0,66.0,57.0,67.0,61.0,66.0,68.0,68.0,56.0,58.0,52.0,57.0,60.0,55.0,55.0,45.0,54.0,52.0,14.0,11.0,8.0,6.0,10.0,2
15090,61.0,43.0,58.0,47.0,58.0,56.0,40.0,60.0,60.0,79.0,80.0,73.0,45.0,76.0,64.0,53.0,52.0,50.0,59.0,36.0,30.0,53.0,52.0,59.0,50.0,39.0,27.0,29.0,6.0,12.0,12.0,5.0,14.0,2
15091,56.0,59.0,62.0,57.0,60.0,43.0,47.0,60.0,53.0,65.0,57.0,62.0,63.0,72.0,65.0,71.0,58.0,75.0,35.0,46.0,33.0,57.0,59.0,54.0,53.0,48.0,45.0,26.0,9.0,16.0,16.0,14.0,13.0,2
15092,36.0,54.0,46.0,41.0,44.0,34.0,31.0,41.0,47.0,69.0,65.0,65.0,64.0,68.0,48.0,79.0,64.0,62.0,36.0,59.0,63.0,36.0,32.0,48.0,48.0,55.0,61.0,57.0,13.0,11.0,15.0,7.0,14.0,1
15093,43.0,45.0,67.0,46.0,59.0,49.0,41.0,61.0,61.0,59.0,62.0,62.0,55.0,60.0,52.0,58.0,58.0,67.0,39.0,57.0,52.0,61.0,61.0,48.0,59.0,58.0,56.0,55.0,8.0,11.0,14.0,6.0,11.0,2
15094,41.0,38.0,56.0,45.0,66.0,44.0,46.0,49.0,64.0,74.0,67.0,74.0,56.0,70.0,56.0,70.0,54.0,44.0,38.0,37.0,21.0,57.0,55.0,48.0,53.0,15.0,31.0,39.0,6.0,10.0,7.0,11.0,14.0,2
15095,34.0,53.0,45.0,30.0,65.0,41.0,33.0,33.0,56.0,70.0,68.0,65.0,59.0,84.0,31.0,63.0,66.0,58.0,26.0,53.0,59.0,50.0,34.0,39.0,60.0,55.0,66.0,62.0,11.0,10.0,8.0,13.0,11.0,1
15096,40.0,50.0,63.0,34.0,48.0,32.0,30.0,54.0,57.0,68.0,65.0,67.0,59.0,62.0,45.0,73.0,70.0,75.0,34.0,48.0,58.0,31.0,47.0,33.0,43.0,57.0,58.0,54.0,9.0,7.0,9.0,7.0,12.0,1
15097,9.0,16.0,22.0,16.0,14.0,15.0,13.0,21.0,25.0,24.0,31.0,40.0,56.0,56.0,20.0,60.0,27.0,54.0,11.0,19.0,12.0,7.0,20.0,23.0,34.0,10.0,19.0,15.0,62.0,56.0,61.0,58.0,62.0,0
15098,48.0,40.0,60.0,47.0,64.0,52.0,60.0,51.0,66.0,76.0,62.0,70.0,58.0,80.0,51.0,72.0,51.0,45.0,46.0,47.0,28.0,46.0,57.0,44.0,56.0,21.0,28.0,39.0,10.0,10.0,14.0,7.0,5.0,2
15099,30.0,53.0,37.0,32.0,58.0,38.0,38.0,30.0,48.0,72.0,75.0,65.0,59.0,67.0,28.0,57.0,56.0,57.0,30.0,50.0,62.0,46.0,37.0,47.0,50.0,66.0,59.0,65.0,15.0,11.0,11.0,5.0,9.0,1
15100,26.0,62.0,39.0,29.0,30.0,33.0,34.0,31.0,32.0,57.0,61.0,35.0,45.0,58.0,46.0,67.0,65.0,57.0,21.0,52.0,62.0,23.0,31.0,44.0,47.0,66.0,68.0,63.0,11.0,7.0,8.0,8.0,14.0,1
15101,59.0,40.0,60.0,53.0,61.0,65.0,61.0,54.0,63.0,74.0,76.0,66.0,60.0,66.0,55.0,46.0,65.0,50.0,63.0,36.0,51.0,60.0,58.0,55.0,46.0,29.0,45.0,28.0,8.0,6.0,9.0,15.0,7.0,2
15102,9.0,13.0,25.0,5.0,8.0,13.0,13.0,17.0,16.0,25.0,24.0,21.0,38.0,44.0,24.0,59.0,21.0,51.0,6.0,27.0,13.0,4.0,28.0,14.0,32.0,15.0,10.0,14.0,60.0,58.0,63.0,62.0,64.0,0
15103,62.0,47.0,57.0,56.0,68.0,55.0,41.0,49.0,65.0,72.0,64.0,73.0,57.0,76.0,60.0,64.0,53.0,41.0,46.0,41.0,27.0,59.0,48.0,50.0,54.0,20.0,19.0,24.0,10.0,14.0,8.0,14.0,10.0,3
15104,25.0,55.0,43.0,35.0,34.0,34.0,29.0,37.0,41.0,54.0,49.0,49.0,56.0,57.0,41.0,70.0,58.0,63.0,27.0,48.0,60.0,32.0,37.0,43.0,50.0,61.0,70.0,63.0,10.0,11.0,5.0,10.0,14.0,1
15105,19.0,20.0,30.0,22.0,8.0,9.0,7.0,21.0,18.0,43.0,42.0,30.0,62.0,60.0,22.0,57.0,37.0,58.0,9.0,22.0,17.0,15.0,50.0,26.0,43.0,16.0,18.0,13.0,61.0,57.0,62.0,55.0,62.0,0
15106,41.0,46.0,61.0,44.0,62.0,49.0,45.0,53.0,61.0,68.0,69.0,65.0,57.0,71.0,53.0,64.0,72.0,64.0,46.0,51.0,52.0,47.0,57.0,47.0,64.0,53.0,61.0,54.0,9.0,16.0,14.0,8.0,12.0,1
15107,8.0,12.0,23.0,8.0,11.0,23.0,15.0,16.0,18.0,26.0,23.0,29.0,44.0,49.0,23.0,65.0,22.0,45.0,6.0,19.0,12.0,9.0,45.0,15.0,25.0,15.0,11.0,13.0,63.0,67.0,58.0,56.0,58.0,0
15108,31.0,60.0,30.0,23.0,23.0,21.0,32.0,33.0,34.0,58.0,53.0,42.0,55.0,47.0,35.0,67.0,59.0,74.0,23.0,48.0,56.0,34.0,35.0,32.0,54.0,61.0,64.0,66.0,8.0,11.0,9.0,13.0,7.0,1
15109,56.0,39.0,55.0,50.0,61.0,55.0,42.0,50.0,60.0,73.0,77.0,75.0,51.0,67.0,58.0,59.0,69.0,59.0,52.0,48.0,28.0,54.0,49.0,53.0,50.0,35.0,34.0,29.0,8.0,14.0,8.0,9.0,15.0,2
15110,12.0,20.0,31.0,11.0,19.0,13.0,17.0,25.0,20.0,46.0,40.0,39.0,55.0,57.0,19.0,56.0,44.0,79.0,13.0,20.0,19.0,18.0,11.0,23.0,31.0,19.0,11.0,14.0,64.0,58.0,59.0,56.0,62.0,0
15111,31.0,55.0,67.0,28.0,56.0,49.0,37.0,63.0,61.0,59.0,62.0,56.0,57.0,55.0,43.0,65.0,55.0,73.0,33.0,65.0,50.0,39.0,55.0,44.0,55.0,55.0,58.0,55.0,14.0,11.0,7.0,11.0,12.0,2
15112,26.0,54.0,39.0,30.0,30.0,29.0,33.0,32.0,38.0,54.0,59.0,46.0,53.0,37.0,50.0,63.0,40.0,68.0,28.0,58.0,58.0,28.0,31.0,39.0,48.0,56.0,67.0,63.0,6.0,13.0,9.0,6.0,8.0,1
15113,63.0,55.0,52.0,40.0,47.0,36.0,27.0,49.0,55.0,62.0,63.0,62.0,59.0,68.0,64.0,67.0,59.0,70.0,57.0,33.0,25.0,60.0,59.0,57.0,60.0,32.0,34.0,12.0,15.0,16.0,12.0,12.0,11.0,3
15114,25.0,51.0,50.0,20.0,50.0,27.0,34.0,41.0,49.0,72.0,65.0,66.0,53.0,67.0,28.0,56.0,75.0,56.0,22.0,50.0,52.0,37.0,38.0,38.0,49.0,66.0,63.0,59.0,6.0,7.0,14.0,6.0,11.0,1
15115,37.0,55.0,70.0,42.0,56.0,44.0,42.0,67.0,57.0,68.0,64.0,61.0,55.0,62.0,65.0,59.0,64.0,52.0,45.0,65.0,50.0,58.0,51.0,48.0,44.0,56.0,55.0,60.0,10.0,8.0,5.0,6.0,12.0,2
15116,40.0,56.0,54.0,29.0,52.0,50.0,36.0,48.0,54.0,89.0,86.0,75.0,48.0,52.0,39.0,75.0,68.0,66.0,27.0,54.0,54.0,39.0,42.0,40.0,48.0,52.0,60.0,57.0,11.0,9.0,9.0,6.0,12.0,1
15117,49.0,40.0,60.0,35.0,64.0,46.0,41.0,58.0,58.0,73.0,68.0,84.0,47.0,87.0,44.0,65.0,62.0,46.0,40.0,34.0,25.0,50.0,57.0,39.0,59.0,39.0,40.0,42.0,9.0,16.0,10.0,8.0,12.0,2
15118,7.0,15.0,20.0,7.0,9.0,15.0,11.0,28.0,11.0,25.0,17.0,22.0,55.0,26.0,25.0,61.0,20.0,55.0,11.0,15.0,15.0,6.0,28.0,10.0,23.0,10.0,12.0,14.0,63.0,59.0,57.0,54.0,62.0,0
15119,26.0,56.0,50.0,27.0,28.0,33.0,32.0,44.0,47.0,57.0,60.0,46.0,57.0,56.0,46.0,71.0,61.0,68.0,24.0,58.0,59.0,32.0,31.0,40.0,41.0,56.0,63.0,60.0,15.0,9.0,6.0,13.0,13.0,1
15120,8.0,11.0,19.0,5.0,11.0,12.0,10.0,27.0,14.0,21.0,15.0,24.0,41.0,47.0,24.0,63.0,28.0,53.0,7.0,19.0,8.0,6.0,53.0,10.0,55.0,14.0,10.0,13.0,65.0,62.0,58.0,59.0,62.0,0
15121,63.0,60.0,52.0,41.0,61.0,39.0,40.0,39.0,53.0,71.0,77.0,65.0,58.0,62.0,53.0,58.0,54.0,53.0,57.0,30.0,24.0,58.0,57.0,62.0,56.0,33.0,23.0,13.0,6.0,11.0,11.0,10.0,6.0,3
15122,7.0,13.0,25.0,6.0,8.0,11.0,11.0,23.0,17.0,26.0,27.0,23.0,46.0,20.0,16.0,37.0,23.0,56.0,8.0,17.0,13.0,7.0,35.0,11.0,33.0,11.0,13.0,11.0,64.0,62.0,55.0,55.0,61.0,0
15123,54.0,41.0,58.0,47.0,58.0,54.0,33.0,53.0,57.0,72.0,68.0,74.0,47.0,72.0,58.0,72.0,65.0,52.0,39.0,35.0,22.0,62.0,57.0,54.0,57.0,30.0,22.0,29.0,11.0,10.0,8.0,10.0,9.0,2
15124,34.0,61.0,63.0,33.0,52.0,43.0,44.0,57.0,56.0,62.0,66.0,58.0,57.0,62.0,52.0,68.0,70.0,66.0,41.0,63.0,53.0,36.0,45.0,47.0,50.0,56.0,63.0,58.0,14.0,11.0,10.0,9.0,8.0,2
15125,28.0,54.0,55.0,26.0,57.0,38.0,26.0,50.0,61.0,68.0,65.0,62.0,48.0,63.0,35.0,69.0,65.0,70.0,26.0,52.0,57.0,37.0,43.0,50.0,55.0,58.0,63.0,62.0,7.0,15.0,13.0,13.0,11.0,1
15126,57.0,74.0,61.0,57.0,45.0,38.0,32.0,38.0,62.0,22.0,31.0,39.0,57.0,47.0,63.0,70.0,54.0,94.0,56.0,77.0,26.0,62.0,60.0,67.0,57.0,35.0,22.0,28.0,9.0,8.0,12.0,10.0,14.0,3
15127,24.0,61.0,38.0,27.0,32.0,33.0,29.0,36.0,38.0,51.0,53.0,52.0,50.0,44.0,45.0,71.0,59.0,81.0,23.0,53.0,51.0,29.0,31.0,43.0,49.0,66.0,60.0,56.0,13.0,5.0,13.0,14.0,13.0,1
15128,52.0,50.0,69.0,48.0,63.0,52.0,46.0,60.0,68.0,69.0,62.0,60.0,42.0,58.0,52.0,50.0,41.0,39.0,41.0,40.0,26.0,47.0,61.0,52.0,62.0,41.0,51.0,57.0,11.0,6.0,10.0,6.0,6.0,2
15129,37.0,56.0,55.0,42.0,53.0,53.0,35.0,51.0,55.0,77.0,83.0,60.0,54.0,68.0,49.0,62.0,72.0,59.0,40.0,55.0,55.0,53.0,54.0,35.0,55.0,54.0,58.0,55.0,14.0,12.0,5.0,12.0,8.0,1
15130,46.0,56.0,64.0,31.0,64.0,43.0,40.0,59.0,62.0,69.0,71.0,70.0,60.0,60.0,53.0,60.0,63.0,67.0,50.0,69.0,55.0,51.0,57.0,43.0,49.0,44.0,58.0,54.0,11.0,13.0,10.0,8.0,10.0,2
15131,48.0,51.0,68.0,45.0,61.0,69.0,58.0,67.0,62.0,66.0,64.0,71.0,47.0,71.0,65.0,84.0,79.0,63.0,63.0,71.0,45.0,39.0,53.0,56.0,52.0,54.0,48.0,51.0,16.0,12.0,15.0,7.0,11.0,2
15132,36.0,53.0,64.0,45.0,50.0,50.0,42.0,62.0,64.0,63.0,75.0,71.0,63.0,61.0,56.0,74.0,74.0,74.0,51.0,72.0,63.0,49.0,49.0,58.0,58.0,54.0,60.0,55.0,9.0,11.0,7.0,9.0,6.0,2
