,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Duty
4423,20.0,14.0,23.0,15.0,18.0,17.0,17.0,27.0,19.0,35.0,38.0,44.0,62.0,43.0,20.0,60.0,40.0,72.0,17.0,17.0,21.0,15.0,51.0,21.0,53.0,19.0,19.0,17.0,72.0,71.0,67.0,72.0,71.0,0
4424,71.0,61.0,61.0,75.0,73.0,76.0,64.0,43.0,75.0,86.0,85.0,93.0,78.0,88.0,62.0,64.0,70.0,32.0,63.0,42.0,26.0,77.0,65.0,59.0,79.0,30.0,25.0,29.0,12.0,9.0,11.0,12.0,8.0,3
4425,66.0,63.0,67.0,57.0,71.0,73.0,77.0,72.0,72.0,75.0,74.0,71.0,64.0,67.0,74.0,63.0,64.0,62.0,73.0,48.0,57.0,67.0,71.0,72.0,66.0,62.0,64.0,62.0,9.0,10.0,7.0,6.0,9.0,2
4426,65.0,53.0,63.0,51.0,77.0,59.0,49.0,57.0,72.0,85.0,85.0,72.0,67.0,70.0,67.0,62.0,74.0,71.0,65.0,40.0,46.0,65.0,65.0,48.0,61.0,21.0,30.0,24.0,16.0,15.0,10.0,12.0,11.0,3
4427,44.0,59.0,70.0,40.0,67.0,64.0,62.0,66.0,71.0,73.0,77.0,77.0,57.0,67.0,79.0,73.0,89.0,58.0,61.0,68.0,69.0,61.0,53.0,55.0,64.0,51.0,74.0,69.0,16.0,9.0,16.0,14.0,12.0,1
4428,69.0,28.0,69.0,68.0,78.0,79.0,67.0,53.0,75.0,91.0,84.0,88.0,67.0,92.0,79.0,64.0,34.0,32.0,74.0,50.0,16.0,69.0,55.0,57.0,55.0,18.0,17.0,20.0,11.0,6.0,16.0,12.0,16.0,2
4429,76.0,72.0,68.0,68.0,63.0,56.0,64.0,60.0,67.0,53.0,62.0,64.0,58.0,59.0,74.0,85.0,75.0,80.0,68.0,62.0,39.0,73.0,56.0,69.0,66.0,37.0,18.0,12.0,12.0,10.0,16.0,10.0,13.0,3
4430,61.0,54.0,70.0,54.0,70.0,64.0,47.0,60.0,69.0,66.0,69.0,63.0,70.0,69.0,60.0,51.0,69.0,66.0,56.0,83.0,70.0,66.0,59.0,47.0,66.0,71.0,74.0,71.0,9.0,8.0,9.0,6.0,6.0,1
4431,65.0,74.0,72.0,67.0,73.0,59.0,63.0,60.0,72.0,72.0,77.0,74.0,71.0,72.0,71.0,75.0,64.0,66.0,62.0,62.0,54.0,70.0,67.0,61.0,69.0,39.0,37.0,36.0,9.0,8.0,16.0,12.0,13.0,3
4432,70.0,68.0,67.0,67.0,69.0,59.0,46.0,49.0,71.0,84.0,75.0,76.0,66.0,79.0,76.0,78.0,75.0,65.0,66.0,45.0,23.0,71.0,54.0,67.0,59.0,52.0,21.0,18.0,8.0,6.0,11.0,8.0,8.0,3
4433,73.0,78.0,54.0,70.0,62.0,41.0,45.0,32.0,65.0,61.0,66.0,46.0,68.0,43.0,74.0,61.0,71.0,90.0,65.0,79.0,24.0,73.0,62.0,71.0,72.0,39.0,32.0,24.0,7.0,11.0,7.0,7.0,13.0,3
4434,66.0,59.0,72.0,56.0,73.0,63.0,68.0,75.0,73.0,75.0,75.0,76.0,69.0,61.0,78.0,73.0,78.0,72.0,66.0,56.0,51.0,68.0,73.0,71.0,74.0,62.0,54.0,47.0,8.0,14.0,15.0,14.0,9.0,2
4435,55.0,60.0,66.0,65.0,68.0,66.0,53.0,65.0,70.0,77.0,82.0,72.0,71.0,64.0,75.0,73.0,77.0,72.0,64.0,74.0,63.0,66.0,66.0,49.0,72.0,71.0,72.0,69.0,11.0,9.0,7.0,9.0,12.0,1
4436,70.0,65.0,66.0,70.0,68.0,54.0,47.0,45.0,69.0,83.0,81.0,69.0,77.0,59.0,67.0,80.0,80.0,75.0,56.0,74.0,30.0,72.0,70.0,65.0,66.0,21.0,21.0,14.0,9.0,8.0,8.0,10.0,12.0,3
4437,70.0,76.0,56.0,65.0,69.0,56.0,60.0,47.0,71.0,71.0,71.0,65.0,63.0,70.0,77.0,87.0,52.0,74.0,70.0,42.0,18.0,70.0,43.0,63.0,69.0,23.0,21.0,20.0,11.0,11.0,14.0,9.0,6.0,3
4438,39.0,70.0,60.0,22.0,53.0,36.0,27.0,44.0,63.0,64.0,63.0,60.0,65.0,63.0,46.0,80.0,70.0,79.0,36.0,80.0,68.0,39.0,46.0,39.0,64.0,69.0,70.0,70.0,13.0,10.0,15.0,15.0,16.0,1
4439,19.0,73.0,67.0,20.0,40.0,23.0,26.0,47.0,55.0,57.0,68.0,56.0,65.0,61.0,25.0,72.0,63.0,77.0,23.0,67.0,66.0,26.0,52.0,32.0,59.0,69.0,75.0,70.0,11.0,13.0,16.0,7.0,9.0,1
4440,71.0,63.0,66.0,67.0,65.0,64.0,45.0,44.0,66.0,86.0,85.0,82.0,75.0,71.0,71.0,63.0,76.0,59.0,66.0,67.0,34.0,76.0,70.0,65.0,71.0,34.0,36.0,23.0,8.0,9.0,13.0,6.0,7.0,3
4441,13.0,19.0,25.0,12.0,15.0,13.0,25.0,31.0,24.0,33.0,33.0,30.0,60.0,50.0,17.0,71.0,17.0,76.0,13.0,13.0,22.0,14.0,32.0,22.0,52.0,15.0,15.0,17.0,74.0,68.0,68.0,71.0,72.0,0
4442,72.0,73.0,59.0,67.0,68.0,54.0,42.0,49.0,70.0,77.0,78.0,80.0,66.0,75.0,69.0,84.0,73.0,68.0,65.0,45.0,33.0,68.0,42.0,65.0,69.0,32.0,30.0,24.0,13.0,7.0,5.0,9.0,14.0,3
4443,32.0,71.0,64.0,13.0,50.0,37.0,39.0,50.0,62.0,38.0,40.0,56.0,63.0,49.0,55.0,73.0,52.0,80.0,43.0,71.0,71.0,26.0,41.0,29.0,53.0,70.0,70.0,67.0,12.0,13.0,7.0,7.0,16.0,1
4444,68.0,32.0,70.0,46.0,73.0,77.0,74.0,71.0,70.0,87.0,84.0,87.0,67.0,89.0,67.0,73.0,39.0,42.0,70.0,69.0,28.0,68.0,65.0,69.0,63.0,59.0,23.0,36.0,6.0,11.0,7.0,7.0,15.0,2
4445,44.0,68.0,71.0,55.0,68.0,76.0,45.0,71.0,69.0,47.0,63.0,60.0,69.0,65.0,75.0,67.0,53.0,69.0,70.0,71.0,75.0,60.0,52.0,55.0,79.0,65.0,78.0,79.0,7.0,7.0,14.0,9.0,11.0,1
4446,62.0,63.0,73.0,59.0,72.0,66.0,67.0,70.0,71.0,81.0,85.0,82.0,66.0,83.0,59.0,51.0,56.0,35.0,64.0,28.0,18.0,67.0,69.0,59.0,71.0,27.0,23.0,22.0,9.0,9.0,13.0,9.0,12.0,3
4447,11.0,74.0,54.0,13.0,43.0,15.0,20.0,53.0,55.0,52.0,62.0,34.0,66.0,41.0,38.0,63.0,48.0,74.0,19.0,69.0,74.0,15.0,21.0,23.0,65.0,71.0,73.0,71.0,9.0,8.0,9.0,14.0,11.0,1
4448,71.0,66.0,64.0,75.0,74.0,67.0,68.0,58.0,75.0,66.0,62.0,67.0,73.0,57.0,73.0,64.0,65.0,79.0,70.0,60.0,37.0,65.0,66.0,70.0,71.0,18.0,33.0,36.0,8.0,8.0,10.0,12.0,12.0,3
4449,68.0,55.0,64.0,61.0,76.0,75.0,68.0,61.0,75.0,79.0,78.0,78.0,64.0,85.0,79.0,76.0,65.0,56.0,65.0,77.0,42.0,69.0,72.0,59.0,72.0,35.0,48.0,35.0,15.0,16.0,13.0,11.0,10.0,2
4450,68.0,60.0,63.0,63.0,73.0,74.0,74.0,61.0,69.0,75.0,75.0,67.0,67.0,67.0,77.0,59.0,70.0,81.0,78.0,75.0,40.0,72.0,69.0,70.0,69.0,35.0,33.0,35.0,13.0,16.0,13.0,7.0,9.0,2
4451,35.0,76.0,50.0,45.0,40.0,44.0,65.0,55.0,50.0,33.0,37.0,34.0,61.0,56.0,77.0,73.0,34.0,78.0,61.0,71.0,74.0,33.0,42.0,67.0,67.0,74.0,73.0,70.0,8.0,9.0,12.0,6.0,10.0,1
4452,68.0,77.0,68.0,60.0,65.0,67.0,65.0,66.0,69.0,64.0,65.0,68.0,68.0,50.0,79.0,79.0,78.0,85.0,72.0,73.0,72.0,66.0,67.0,52.0,71.0,71.0,70.0,68.0,7.0,12.0,8.0,14.0,11.0,2
4453,71.0,74.0,68.0,51.0,72.0,54.0,30.0,62.0,70.0,68.0,77.0,46.0,71.0,46.0,58.0,38.0,72.0,82.0,55.0,60.0,41.0,72.0,68.0,60.0,68.0,33.0,48.0,36.0,9.0,12.0,14.0,9.0,8.0,3
4454,61.0,49.0,74.0,58.0,67.0,64.0,70.0,71.0,71.0,42.0,38.0,61.0,73.0,80.0,72.0,46.0,54.0,60.0,67.0,80.0,76.0,62.0,70.0,60.0,72.0,72.0,74.0,70.0,6.0,11.0,7.0,14.0,16.0,2
4455,44.0,54.0,67.0,36.0,67.0,63.0,59.0,49.0,68.0,86.0,79.0,88.0,66.0,82.0,70.0,76.0,91.0,62.0,47.0,72.0,66.0,63.0,54.0,49.0,62.0,62.0,63.0,69.0,12.0,15.0,9.0,8.0,13.0,1
4456,67.0,73.0,68.0,36.0,71.0,57.0,50.0,66.0,67.0,78.0,82.0,79.0,67.0,62.0,73.0,80.0,81.0,78.0,68.0,78.0,56.0,68.0,64.0,59.0,66.0,38.0,63.0,65.0,7.0,6.0,15.0,8.0,7.0,2
4457,75.0,74.0,72.0,60.0,76.0,70.0,74.0,66.0,80.0,33.0,66.0,66.0,60.0,34.0,72.0,54.0,58.0,90.0,50.0,58.0,11.0,65.0,72.0,80.0,69.0,36.0,24.0,14.0,11.0,15.0,9.0,14.0,10.0,3
4458,42.0,54.0,74.0,49.0,71.0,76.0,51.0,65.0,70.0,68.0,68.0,64.0,69.0,66.0,52.0,70.0,75.0,73.0,48.0,78.0,70.0,70.0,67.0,46.0,68.0,65.0,70.0,71.0,13.0,13.0,16.0,14.0,14.0,1
4459,60.0,68.0,81.0,46.0,64.0,64.0,62.0,79.0,77.0,34.0,29.0,57.0,58.0,39.0,72.0,37.0,53.0,72.0,73.0,60.0,70.0,55.0,67.0,50.0,61.0,61.0,75.0,63.0,10.0,14.0,14.0,12.0,9.0,2
4460,51.0,42.0,79.0,54.0,75.0,69.0,62.0,74.0,78.0,84.0,82.0,85.0,69.0,86.0,68.0,47.0,69.0,60.0,66.0,52.0,53.0,60.0,70.0,68.0,64.0,40.0,39.0,48.0,8.0,10.0,13.0,7.0,7.0,2
4461,63.0,54.0,61.0,71.0,76.0,81.0,71.0,54.0,75.0,88.0,87.0,86.0,65.0,87.0,78.0,71.0,81.0,58.0,70.0,66.0,58.0,62.0,62.0,50.0,62.0,59.0,62.0,59.0,11.0,12.0,13.0,9.0,9.0,2
4462,73.0,71.0,69.0,66.0,69.0,74.0,72.0,65.0,69.0,65.0,69.0,77.0,70.0,73.0,69.0,81.0,63.0,66.0,71.0,43.0,18.0,74.0,76.0,76.0,71.0,25.0,26.0,26.0,12.0,6.0,7.0,10.0,8.0,3
4463,29.0,79.0,57.0,32.0,45.0,27.0,28.0,60.0,56.0,52.0,55.0,43.0,67.0,53.0,42.0,77.0,72.0,80.0,22.0,65.0,70.0,33.0,50.0,41.0,51.0,71.0,70.0,70.0,8.0,10.0,13.0,12.0,10.0,1
4464,57.0,57.0,67.0,54.0,70.0,40.0,63.0,64.0,68.0,69.0,77.0,70.0,71.0,65.0,69.0,71.0,75.0,70.0,65.0,65.0,71.0,64.0,55.0,64.0,63.0,67.0,69.0,69.0,12.0,9.0,11.0,9.0,7.0,1
4465,40.0,74.0,52.0,23.0,30.0,13.0,36.0,36.0,42.0,65.0,71.0,61.0,66.0,69.0,40.0,74.0,71.0,83.0,27.0,78.0,69.0,25.0,31.0,52.0,70.0,72.0,72.0,66.0,9.0,15.0,14.0,9.0,10.0,1
4466,26.0,57.0,64.0,36.0,60.0,54.0,42.0,57.0,60.0,77.0,74.0,71.0,70.0,70.0,60.0,84.0,82.0,71.0,45.0,90.0,72.0,56.0,55.0,40.0,69.0,71.0,73.0,69.0,11.0,8.0,14.0,14.0,13.0,1
4467,66.0,59.0,71.0,58.0,71.0,80.0,48.0,64.0,73.0,69.0,73.0,67.0,65.0,68.0,72.0,54.0,60.0,67.0,64.0,48.0,33.0,73.0,72.0,63.0,72.0,38.0,27.0,21.0,9.0,10.0,8.0,13.0,8.0,2
4468,42.0,75.0,65.0,27.0,43.0,43.0,40.0,68.0,65.0,51.0,52.0,51.0,68.0,52.0,44.0,53.0,68.0,74.0,56.0,78.0,72.0,33.0,44.0,71.0,74.0,71.0,70.0,68.0,8.0,9.0,12.0,12.0,14.0,1
4469,66.0,51.0,72.0,63.0,72.0,70.0,76.0,68.0,74.0,69.0,72.0,67.0,69.0,74.0,70.0,58.0,77.0,70.0,68.0,63.0,70.0,58.0,70.0,54.0,68.0,71.0,63.0,54.0,14.0,9.0,14.0,14.0,7.0,2
4470,67.0,60.0,75.0,64.0,69.0,82.0,86.0,74.0,73.0,35.0,33.0,63.0,75.0,60.0,75.0,67.0,60.0,76.0,71.0,68.0,68.0,70.0,77.0,82.0,79.0,66.0,68.0,66.0,15.0,9.0,15.0,14.0,7.0,2
4471,60.0,46.0,71.0,63.0,67.0,66.0,68.0,71.0,73.0,77.0,74.0,76.0,66.0,88.0,71.0,45.0,86.0,56.0,71.0,81.0,73.0,63.0,66.0,63.0,67.0,72.0,73.0,64.0,7.0,16.0,15.0,8.0,12.0,2
4472,55.0,63.0,69.0,41.0,72.0,38.0,32.0,60.0,69.0,78.0,83.0,73.0,64.0,80.0,55.0,81.0,77.0,60.0,54.0,65.0,65.0,68.0,64.0,57.0,67.0,70.0,69.0,68.0,13.0,12.0,8.0,12.0,11.0,1
4473,58.0,43.0,67.0,46.0,74.0,71.0,64.0,57.0,71.0,88.0,82.0,89.0,67.0,89.0,76.0,84.0,72.0,45.0,67.0,70.0,27.0,66.0,65.0,54.0,73.0,26.0,23.0,22.0,9.0,13.0,13.0,8.0,7.0,2
4474,50.0,46.0,74.0,40.0,64.0,62.0,61.0,66.0,67.0,65.0,59.0,73.0,60.0,85.0,65.0,59.0,74.0,61.0,61.0,81.0,71.0,55.0,67.0,49.0,70.0,71.0,70.0,68.0,7.0,12.0,14.0,10.0,11.0,2
4475,53.0,64.0,63.0,56.0,61.0,67.0,66.0,60.0,63.0,78.0,83.0,68.0,66.0,60.0,77.0,73.0,88.0,80.0,70.0,75.0,68.0,54.0,56.0,52.0,66.0,67.0,69.0,68.0,16.0,13.0,12.0,15.0,14.0,1
4476,63.0,59.0,65.0,59.0,79.0,73.0,64.0,60.0,73.0,79.0,79.0,81.0,66.0,78.0,80.0,63.0,58.0,69.0,72.0,56.0,41.0,71.0,65.0,55.0,60.0,24.0,42.0,34.0,15.0,8.0,9.0,14.0,16.0,2
4477,29.0,66.0,70.0,39.0,70.0,63.0,40.0,66.0,70.0,67.0,69.0,67.0,70.0,69.0,69.0,66.0,69.0,65.0,58.0,75.0,69.0,55.0,55.0,52.0,70.0,70.0,73.0,72.0,11.0,13.0,9.0,15.0,11.0,1
4478,51.0,68.0,75.0,63.0,74.0,73.0,68.0,72.0,75.0,68.0,68.0,69.0,68.0,79.0,74.0,69.0,59.0,65.0,73.0,70.0,70.0,72.0,72.0,70.0,73.0,70.0,74.0,71.0,5.0,4.0,5.0,5.0,4.0,1
4479,50.0,60.0,67.0,45.0,78.0,58.0,40.0,59.0,69.0,70.0,78.0,64.0,64.0,63.0,59.0,70.0,65.0,76.0,49.0,67.0,70.0,65.0,55.0,49.0,64.0,65.0,75.0,77.0,11.0,7.0,6.0,10.0,14.0,2
4480,60.0,42.0,65.0,66.0,74.0,76.0,62.0,60.0,66.0,89.0,85.0,87.0,69.0,83.0,75.0,79.0,66.0,65.0,63.0,51.0,38.0,66.0,66.0,60.0,75.0,55.0,40.0,21.0,12.0,15.0,10.0,12.0,13.0,2
4481,57.0,64.0,71.0,59.0,70.0,60.0,57.0,70.0,70.0,66.0,69.0,76.0,70.0,79.0,70.0,67.0,82.0,65.0,60.0,69.0,71.0,64.0,69.0,55.0,68.0,69.0,70.0,65.0,6.0,11.0,11.0,11.0,10.0,2
4482,66.0,51.0,69.0,41.0,71.0,64.0,65.0,67.0,70.0,82.0,78.0,83.0,63.0,82.0,67.0,79.0,75.0,57.0,62.0,52.0,48.0,64.0,68.0,50.0,66.0,37.0,44.0,46.0,8.0,10.0,15.0,10.0,9.0,2
4483,57.0,54.0,64.0,60.0,74.0,75.0,65.0,65.0,72.0,87.0,85.0,74.0,67.0,83.0,68.0,73.0,68.0,50.0,55.0,63.0,70.0,64.0,59.0,50.0,68.0,63.0,71.0,68.0,7.0,10.0,8.0,7.0,11.0,1
4484,59.0,51.0,75.0,52.0,65.0,62.0,59.0,72.0,72.0,62.0,64.0,74.0,66.0,71.0,67.0,58.0,72.0,73.0,68.0,71.0,64.0,63.0,70.0,65.0,72.0,66.0,64.0,59.0,14.0,8.0,8.0,11.0,13.0,2
4485,41.0,83.0,65.0,22.0,41.0,46.0,54.0,61.0,54.0,40.0,65.0,52.0,62.0,40.0,69.0,77.0,73.0,85.0,41.0,66.0,62.0,34.0,47.0,31.0,64.0,71.0,68.0,65.0,15.0,13.0,14.0,12.0,10.0,1
4486,14.0,19.0,25.0,15.0,13.0,30.0,12.0,27.0,22.0,58.0,61.0,56.0,67.0,58.0,47.0,70.0,42.0,61.0,15.0,13.0,20.0,11.0,33.0,30.0,51.0,25.0,20.0,21.0,74.0,66.0,67.0,69.0,75.0,0
4487,68.0,77.0,65.0,67.0,59.0,60.0,57.0,51.0,69.0,65.0,61.0,65.0,71.0,47.0,72.0,82.0,54.0,82.0,67.0,36.0,43.0,72.0,53.0,64.0,61.0,20.0,19.0,20.0,11.0,10.0,15.0,15.0,6.0,3
4488,38.0,64.0,68.0,34.0,60.0,39.0,36.0,58.0,66.0,82.0,79.0,74.0,68.0,67.0,49.0,76.0,83.0,70.0,46.0,77.0,70.0,67.0,50.0,44.0,67.0,70.0,67.0,68.0,6.0,10.0,11.0,5.0,6.0,1
4489,48.0,62.0,72.0,44.0,72.0,46.0,46.0,74.0,74.0,63.0,65.0,61.0,70.0,56.0,68.0,61.0,71.0,75.0,59.0,65.0,68.0,62.0,68.0,47.0,63.0,66.0,71.0,67.0,11.0,11.0,12.0,10.0,16.0,2
4490,26.0,73.0,54.0,29.0,45.0,32.0,29.0,47.0,33.0,55.0,54.0,34.0,65.0,34.0,41.0,68.0,68.0,91.0,24.0,78.0,74.0,29.0,34.0,42.0,65.0,68.0,72.0,67.0,7.0,9.0,8.0,14.0,13.0,1
4491,56.0,44.0,71.0,45.0,68.0,65.0,60.0,68.0,70.0,82.0,82.0,69.0,63.0,76.0,57.0,51.0,72.0,58.0,56.0,49.0,43.0,65.0,71.0,54.0,58.0,55.0,32.0,21.0,6.0,7.0,14.0,10.0,9.0,2
4492,7.0,8.0,19.0,11.0,8.0,12.0,13.0,13.0,21.0,33.0,35.0,38.0,71.0,49.0,21.0,66.0,35.0,77.0,9.0,36.0,26.0,20.0,61.0,13.0,62.0,21.0,9.0,8.0,77.0,61.0,62.0,64.0,77.0,0
4493,20.0,64.0,64.0,35.0,68.0,70.0,39.0,66.0,70.0,75.0,76.0,73.0,68.0,68.0,60.0,91.0,77.0,71.0,26.0,73.0,68.0,58.0,54.0,41.0,65.0,69.0,73.0,70.0,15.0,10.0,9.0,11.0,11.0,1
4494,62.0,35.0,63.0,59.0,74.0,65.0,42.0,61.0,70.0,90.0,91.0,84.0,69.0,81.0,63.0,61.0,67.0,64.0,52.0,41.0,61.0,67.0,60.0,64.0,53.0,25.0,28.0,23.0,15.0,15.0,12.0,7.0,7.0,3
4495,36.0,74.0,70.0,38.0,59.0,42.0,37.0,70.0,69.0,51.0,48.0,53.0,68.0,67.0,50.0,77.0,65.0,74.0,38.0,74.0,69.0,45.0,49.0,42.0,71.0,71.0,68.0,67.0,13.0,12.0,15.0,15.0,7.0,1
4496,22.0,73.0,65.0,21.0,57.0,28.0,42.0,63.0,58.0,35.0,33.0,34.0,72.0,43.0,62.0,62.0,33.0,76.0,44.0,73.0,72.0,35.0,45.0,62.0,61.0,72.0,74.0,65.0,10.0,13.0,13.0,16.0,13.0,1
4497,63.0,50.0,69.0,60.0,75.0,76.0,73.0,54.0,74.0,83.0,84.0,81.0,67.0,79.0,74.0,82.0,68.0,63.0,71.0,52.0,68.0,72.0,67.0,70.0,63.0,64.0,71.0,66.0,11.0,8.0,9.0,8.0,15.0,1
4498,13.0,12.0,36.0,11.0,11.0,11.0,15.0,38.0,32.0,42.0,47.0,47.0,69.0,42.0,40.0,68.0,32.0,60.0,16.0,27.0,17.0,16.0,49.0,17.0,47.0,22.0,14.0,13.0,72.0,70.0,65.0,71.0,71.0,0
4499,70.0,73.0,69.0,58.0,67.0,60.0,63.0,65.0,71.0,75.0,68.0,62.0,74.0,66.0,72.0,82.0,81.0,80.0,66.0,75.0,69.0,71.0,71.0,55.0,71.0,68.0,71.0,68.0,7.0,13.0,11.0,9.0,11.0,2
4500,31.0,58.0,65.0,30.0,49.0,37.0,38.0,58.0,67.0,68.0,56.0,52.0,70.0,68.0,50.0,72.0,41.0,70.0,28.0,65.0,70.0,34.0,42.0,32.0,58.0,73.0,76.0,72.0,15.0,9.0,16.0,7.0,12.0,1
4501,58.0,63.0,75.0,64.0,66.0,66.0,71.0,77.0,71.0,60.0,65.0,66.0,70.0,66.0,80.0,65.0,70.0,73.0,76.0,66.0,63.0,63.0,66.0,61.0,68.0,65.0,68.0,61.0,9.0,11.0,16.0,11.0,15.0,2
4502,72.0,70.0,66.0,60.0,65.0,61.0,49.0,36.0,67.0,75.0,78.0,69.0,69.0,75.0,70.0,82.0,80.0,82.0,63.0,78.0,29.0,72.0,60.0,67.0,69.0,39.0,34.0,23.0,12.0,9.0,7.0,14.0,8.0,3
4503,59.0,58.0,76.0,47.0,62.0,62.0,66.0,74.0,65.0,53.0,54.0,64.0,67.0,72.0,70.0,60.0,86.0,61.0,67.0,62.0,67.0,65.0,74.0,64.0,60.0,61.0,65.0,60.0,9.0,7.0,9.0,12.0,11.0,2
4504,68.0,64.0,72.0,57.0,71.0,65.0,76.0,69.0,74.0,74.0,69.0,79.0,66.0,78.0,78.0,54.0,68.0,56.0,73.0,43.0,42.0,64.0,66.0,71.0,74.0,39.0,37.0,27.0,8.0,9.0,15.0,10.0,11.0,2
4505,50.0,53.0,62.0,41.0,72.0,56.0,42.0,55.0,67.0,83.0,85.0,73.0,68.0,66.0,55.0,69.0,77.0,65.0,49.0,55.0,71.0,60.0,52.0,49.0,51.0,65.0,73.0,69.0,9.0,8.0,7.0,9.0,9.0,1
4506,61.0,58.0,64.0,62.0,73.0,54.0,52.0,57.0,72.0,91.0,90.0,89.0,67.0,85.0,72.0,67.0,79.0,39.0,58.0,57.0,46.0,65.0,64.0,63.0,65.0,32.0,25.0,52.0,16.0,8.0,13.0,9.0,10.0,2
4507,57.0,63.0,71.0,67.0,66.0,67.0,67.0,66.0,65.0,75.0,68.0,69.0,69.0,75.0,72.0,65.0,76.0,69.0,64.0,77.0,72.0,64.0,68.0,64.0,72.0,70.0,72.0,68.0,16.0,14.0,15.0,7.0,11.0,2
4508,61.0,53.0,73.0,65.0,69.0,60.0,69.0,73.0,71.0,44.0,45.0,71.0,69.0,77.0,73.0,57.0,62.0,55.0,70.0,67.0,71.0,52.0,74.0,67.0,71.0,63.0,71.0,68.0,13.0,16.0,6.0,11.0,14.0,2
4509,7.0,12.0,37.0,9.0,12.0,6.0,7.0,28.0,34.0,46.0,44.0,30.0,55.0,37.0,12.0,52.0,21.0,59.0,8.0,19.0,25.0,12.0,22.0,13.0,52.0,12.0,16.0,13.0,74.0,68.0,60.0,73.0,74.0,0
4510,20.0,30.0,36.0,19.0,12.0,17.0,12.0,42.0,23.0,31.0,33.0,22.0,64.0,32.0,55.0,58.0,34.0,42.0,11.0,12.0,11.0,11.0,38.0,22.0,53.0,20.0,21.0,20.0,70.0,72.0,72.0,68.0,72.0,0
4511,66.0,58.0,68.0,37.0,69.0,61.0,49.0,55.0,67.0,82.0,84.0,74.0,69.0,75.0,70.0,78.0,91.0,68.0,55.0,65.0,57.0,68.0,52.0,40.0,66.0,65.0,66.0,68.0,14.0,12.0,12.0,15.0,12.0,2
4512,68.0,66.0,69.0,49.0,75.0,60.0,69.0,59.0,74.0,71.0,62.0,73.0,69.0,66.0,67.0,62.0,70.0,64.0,66.0,60.0,37.0,72.0,69.0,64.0,71.0,55.0,44.0,31.0,14.0,15.0,13.0,8.0,10.0,2
4513,58.0,72.0,75.0,53.0,65.0,50.0,34.0,69.0,73.0,62.0,65.0,61.0,67.0,51.0,71.0,66.0,71.0,78.0,61.0,72.0,73.0,61.0,71.0,59.0,74.0,68.0,69.0,64.0,9.0,6.0,6.0,10.0,11.0,2
4514,51.0,53.0,70.0,40.0,63.0,44.0,41.0,64.0,68.0,66.0,63.0,66.0,71.0,76.0,59.0,84.0,78.0,72.0,47.0,83.0,69.0,37.0,47.0,35.0,57.0,70.0,72.0,68.0,10.0,14.0,10.0,12.0,10.0,2
4515,50.0,43.0,67.0,39.0,66.0,60.0,57.0,63.0,68.0,85.0,85.0,79.0,62.0,87.0,68.0,89.0,81.0,56.0,67.0,61.0,69.0,65.0,56.0,64.0,70.0,64.0,72.0,72.0,13.0,14.0,6.0,16.0,16.0,1
4516,74.0,72.0,64.0,62.0,66.0,65.0,68.0,40.0,72.0,66.0,62.0,69.0,60.0,42.0,72.0,44.0,67.0,80.0,58.0,30.0,18.0,76.0,50.0,67.0,68.0,19.0,18.0,16.0,9.0,15.0,11.0,10.0,9.0,3
4517,75.0,70.0,55.0,67.0,71.0,50.0,59.0,54.0,71.0,66.0,59.0,68.0,69.0,64.0,70.0,78.0,55.0,78.0,60.0,67.0,56.0,77.0,60.0,49.0,67.0,45.0,40.0,39.0,13.0,16.0,8.0,8.0,13.0,3
4518,67.0,65.0,65.0,67.0,76.0,72.0,65.0,52.0,74.0,78.0,83.0,78.0,65.0,67.0,79.0,76.0,73.0,70.0,69.0,58.0,21.0,62.0,55.0,56.0,65.0,20.0,22.0,17.0,12.0,11.0,15.0,12.0,16.0,3
4519,73.0,67.0,61.0,69.0,71.0,62.0,45.0,42.0,71.0,83.0,84.0,73.0,62.0,74.0,75.0,84.0,68.0,74.0,72.0,59.0,26.0,63.0,59.0,68.0,72.0,16.0,25.0,24.0,14.0,15.0,9.0,12.0,15.0,3
4520,15.0,12.0,24.0,12.0,12.0,17.0,15.0,25.0,17.0,47.0,49.0,35.0,64.0,45.0,22.0,51.0,42.0,73.0,17.0,27.0,19.0,13.0,49.0,24.0,51.0,17.0,17.0,21.0,68.0,76.0,68.0,65.0,73.0,0
4521,47.0,80.0,68.0,49.0,57.0,22.0,66.0,63.0,64.0,52.0,53.0,54.0,72.0,45.0,83.0,48.0,69.0,90.0,75.0,72.0,74.0,48.0,59.0,36.0,54.0,74.0,74.0,70.0,6.0,13.0,8.0,14.0,12.0,2
4522,59.0,69.0,66.0,49.0,69.0,51.0,53.0,64.0,73.0,75.0,78.0,76.0,67.0,67.0,71.0,60.0,80.0,68.0,62.0,75.0,64.0,73.0,53.0,68.0,61.0,65.0,68.0,72.0,14.0,8.0,14.0,8.0,7.0,1
